"placename","camera_name","identified_by","obs_start_date","obs_start_time","common_name"
"L30","C10","Garrett Craig",2021-05-16,16:35:08,"Bird"
"L30","C10","Garrett Craig",2021-05-16,16:54:45,"Bird"
"L30","C10","Garrett Craig",2021-05-17,12:47:51,"Bird"
"L30","C10","Garrett Craig",2021-05-17,13:00:38,"Bird"
"L30","C10","Garrett Craig",2021-05-17,13:25:10,"Bird"
"L30","C10","Garrett Craig",2021-05-17,13:28:43,"Bird"
"L30","C10","Garrett Craig",2021-05-17,14:23:34,"Bird"
"L30","C10","Garrett Craig",2021-05-17,14:30:16,"Bird"
"L30","C10","Garrett Craig",2021-05-17,14:22:24,"Bird"
"L30","C10","Garrett Craig",2021-05-17,14:39:06,"Bird"
"L30","C10","Garrett Craig",2021-05-17,15:04:31,"Bird"
"L30","C10","Garrett Craig",2021-05-17,16:11:24,"Bird"
"L30","C10","Garrett Craig",2021-05-17,15:24:11,"Bird"
"L30","C10","Garrett Craig",2021-05-17,15:48:40,"Bird"
"L30","C10","Garrett Craig",2021-05-17,15:01:11,"Bird"
"L30","C10","Garrett Craig",2021-05-17,15:31:45,"Bird"
"L30","C10","Garrett Craig",2021-05-17,15:21:11,"Bird"
"L30","C10","Garrett Craig",2021-05-17,12:10:56,"Bird"
"L30","C10","Garrett Craig",2021-05-17,12:26:22,"Bird"
"L30","C10","Garrett Craig",2021-05-17,12:29:16,"Bird"
"L30","C10","Garrett Craig",2021-05-17,12:31:01,"Bird"
"L30","C10","Garrett Craig",2021-05-17,12:34:18,"Bird"
"L30","C10","Garrett Craig",2021-05-17,13:45:33,"Bird"
"L30","C10","Garrett Craig",2021-05-17,13:57:25,"Bird"
"L30","C10","Garrett Craig",2021-05-16,11:33:32,"Bird"
"L30","C10","Garrett Craig",2021-05-16,15:05:49,"Bird"
"L30","C10","Garrett Craig",2021-05-16,16:50:23,"Bird"
"L30","C10","Garrett Craig",2021-05-17,13:23:20,"Bird"
"L30","C10","Garrett Craig",2021-05-17,15:06:10,"Bird"
"L30","C10","Garrett Craig",2021-05-16,13:44:39,"California Ground Squirrel"
"L30","C10","Garrett Craig",2021-05-15,10:58:53,"Western Bluebird"
"L30","C10","Garrett Craig",2021-05-17,12:55:56,"Western Bluebird"
"L30","C10","Garrett Craig",2021-05-17,13:00:38,"Western Bluebird"
"L30","C10","Garrett Craig",2021-05-16,12:53:55,"California Scrub-Jay"
"L30","C10","Garrett Craig",2021-05-16,12:34:41,"Western fence lizard"
"L30","C10","Kylie Malone",2021-05-14,01:30:07,"Striped Skunk"
"L30","C10","Serena Chen",2021-05-15,12:48:41,"Song Sparrow"
"L30","C10","Serena Chen",2021-05-15,10:55:23,"Hermit Thrush"
"L30","C10","Serena Chen",2021-05-15,10:05:44,"Buff-bellied Pipit"
"L30","C10","Serena Chen",2021-05-15,15:35:13,"American Crow"
"L30","C10","Serena Chen",2021-05-15,13:49:16,"American Crow"
"L30","C10","Serena Chen",2021-05-14,12:54:39,"Bird"
"L30","C10","Serena Chen",2021-05-15,13:14:25,"Bird"
"L30","C10","Serena Chen",2021-05-15,13:31:16,"Bird"
"L30","C10","Serena Chen",2021-05-15,14:36:06,"Bird"
"L30","C10","Serena Chen",2021-05-15,14:55:24,"Bird"
"L30","C10","Serena Chen",2021-05-15,14:59:08,"Bird"
"L30","C10","Serena Chen",2021-05-15,15:04:00,"Bird"
"L30","C10","Serena Chen",2021-05-15,15:12:29,"Bird"
"L30","C10","Serena Chen",2021-05-15,15:15:30,"Bird"
"L30","C10","Serena Chen",2021-05-15,15:17:56,"Bird"
"L30","C10","Serena Chen",2021-05-15,15:25:28,"Bird"
"L30","C10","Serena Chen",2021-05-15,15:32:06,"Bird"
"L30","C10","Serena Chen",2021-05-15,15:40:46,"Bird"
"L30","C10","Serena Chen",2021-05-15,16:00:53,"Bird"
"L30","C10","Serena Chen",2021-05-15,16:06:53,"Bird"
"L30","C10","Serena Chen",2021-05-15,16:21:52,"Bird"
"L30","C10","Serena Chen",2021-05-15,16:30:41,"Bird"
"L30","C10","Serena Chen",2021-05-15,13:57:19,"Bird"
"L30","C10","Serena Chen",2021-05-15,14:27:18,"Bird"
"L30","C10","Serena Chen",2021-05-15,14:51:57,"Bird"
"L30","C10","Serena Chen",2021-05-15,15:08:57,"Bird"
"L30","C10","Serena Chen",2021-05-15,15:19:41,"Bird"
"L30","C10","Serena Chen",2021-05-15,10:45:54,"Black Phoebe"
"L30","C10","Serena Chen",2021-05-15,12:19:20,"Black Phoebe"
"L30","C10","Serena Chen",2021-05-15,12:22:09,"Black Phoebe"
"L30","C10","Serena Chen",2021-05-15,11:30:26,"Western fence lizard"
"L30","C10","Serena Chen",2021-05-15,12:48:41,"Western fence lizard"
"L30","C9","Garrett Craig",2021-05-18,09:50:16,"Song Sparrow"
"L30","C9","Garrett Craig",2021-05-16,15:45:38,"Cassin's Kingbird"
"L30","C9","Garrett Craig",2021-05-15,15:35:59,"Killdeer"
"L30","C9","Garrett Craig",2021-05-15,22:37:07,"North American Deermouse"
"L30","C9","Garrett Craig",2021-05-15,22:28:48,"North American Deermouse"
"L30","C9","Garrett Craig",2021-05-16,21:13:51,"North American Deermouse"
"L30","C9","Garrett Craig",2021-05-17,02:44:38,"North American Deermouse"
"L30","C9","Garrett Craig",2021-05-17,02:43:29,"North American Deermouse"
"L30","C9","Garrett Craig",2021-05-18,01:38:40,"North American Deermouse"
"L30","C9","Garrett Craig",2021-05-15,17:02:23,"American Crow"
"L30","C9","Garrett Craig",2021-05-17,15:06:37,"Common Starling"
"L30","C9","Garrett Craig",2021-05-17,15:10:34,"Common Starling"
"L30","C9","Garrett Craig",2021-05-15,21:08:17,"Rodent"
"L30","C9","Garrett Craig",2021-05-17,16:01:22,"House Finch"
"L30","C9","Garrett Craig",2021-05-15,15:45:40,"Bird"
"L30","C9","Garrett Craig",2021-05-17,13:52:53,"Bird"
"L30","C9","Garrett Craig",2021-05-16,13:58:24,"Black Phoebe"
"L30","C9","Garrett Craig",2021-05-16,13:48:13,"California Ground Squirrel"
"L30","C9","Garrett Craig",2021-05-17,15:38:35,"Western Bluebird"
"L30","C9","Garrett Craig",2021-05-15,13:41:22,"Western fence lizard"
"L30","C9","Garrett Craig",2021-05-15,14:27:00,"Western fence lizard"
"L30","C9","Garrett Craig",2021-05-15,14:33:36,"Western fence lizard"
"L30","C9","Garrett Craig",2021-05-15,15:07:33,"Western fence lizard"
"L30","C9","Garrett Craig",2021-05-15,15:20:57,"Western fence lizard"
"L30","C9","Garrett Craig",2021-05-18,09:41:39,"Western fence lizard"
"L30","C9","Garrett Craig",2021-05-18,10:12:26,"Western fence lizard"
"L30","C9","Garrett Craig",2021-05-15,13:13:33,"House Sparrow"
"L30","C9","Garrett Craig",2021-05-17,14:38:51,"House Sparrow"
"L30","C9","Serena Chen",2021-05-15,04:06:11,"North American Deermouse"
"L49","C3","Lauren Hall",2021-05-13,23:37:15,"Killdeer"
"L49","C3","Lauren Hall",2021-05-16,01:14:34,"Killdeer"
"L49","C3","Lauren Hall",2021-05-16,20:41:27,"Killdeer"
"L49","C3","Lauren Hall",2021-05-16,23:31:01,"Killdeer"
"L49","C3","Lauren Hall",2021-05-14,21:32:44,"North American Deermouse"
"L49","C3","Lauren Hall",2021-05-15,01:24:18,"North American Deermouse"
"L49","C3","Lauren Hall",2021-05-15,01:26:23,"North American Deermouse"
"L49","C3","Lauren Hall",2021-05-14,02:38:42,"North American Deermouse"
"L49","C3","Lauren Hall",2021-05-14,03:17:25,"North American Deermouse"
"L49","C3","Lauren Hall",2021-05-15,20:45:34,"North American Deermouse"
"L49","C3","Lauren Hall",2021-05-15,10:46:04,"Black Phoebe"
"L49","C3","Lauren Hall",2021-05-15,09:17:07,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-15,08:44:23,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-15,09:20:17,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-15,12:35:05,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-15,12:40:09,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-15,12:38:40,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-15,12:49:36,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-15,12:51:44,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-15,14:03:02,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-15,12:44:35,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-16,13:00:19,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-16,14:33:36,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-16,14:13:01,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-16,14:16:09,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-16,14:25:52,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-16,14:18:12,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-16,16:43:41,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-16,16:29:00,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-15,14:01:32,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-15,16:04:00,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-16,10:51:07,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-17,08:16:27,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-16,15:20:01,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-18,11:23:04,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-18,11:26:38,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-18,11:51:16,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-18,11:56:08,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-18,11:59:28,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-18,11:46:59,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-18,11:48:40,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-18,11:32:36,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-16,11:27:37,"California Ground Squirrel"
"L49","C3","Lauren Hall",2021-05-15,10:05:38,"Western fence lizard"
"L49","C3","Lauren Hall",2021-05-15,11:50:57,"Western fence lizard"
"L49","C3","Lauren Hall",2021-05-15,11:48:08,"Western fence lizard"
"L49","C3","Lauren Hall",2021-05-15,13:53:04,"Western fence lizard"
"L49","C4","Lauren Hall",2021-05-14,23:36:25,"Killdeer"
"L49","C4","Lauren Hall",2021-05-14,01:16:50,"Killdeer"
"L49","C4","Lauren Hall",2021-05-16,00:19:19,"Killdeer"
"L49","C4","Lauren Hall",2021-05-16,01:12:19,"Killdeer"
"L49","C4","Lauren Hall",2021-05-13,12:27:34,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-15,12:30:19,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-15,13:59:12,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-15,14:02:37,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-15,15:58:38,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-15,16:57:06,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-16,10:56:17,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-16,11:29:21,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-16,12:59:05,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-15,16:01:17,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-16,14:18:32,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-16,14:25:01,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-16,14:27:34,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-16,11:57:11,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-16,15:09:22,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-16,15:16:03,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-16,15:21:04,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-16,16:00:49,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-16,16:29:59,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-17,09:01:31,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-18,11:18:20,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-18,11:49:53,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-18,11:47:52,"California Ground Squirrel"
"L49","C4","Lauren Hall",2021-05-15,10:37:24,"Western fence lizard"
"L49","C4","Lauren Hall",2021-05-15,10:47:28,"Western fence lizard"
"L49","C4","Lauren Hall",2021-05-15,10:49:57,"Western fence lizard"
"L49","C4","Lauren Hall",2021-05-15,10:31:20,"Western fence lizard"
"L49","C4","Lauren Hall",2021-05-15,11:11:52,"Western fence lizard"
"L49","C4","Lauren Hall",2021-05-15,11:07:42,"Western fence lizard"
"L49","C4","Lauren Hall",2021-05-15,11:29:16,"Western fence lizard"
"L49","C4","Lauren Hall",2021-05-15,13:52:19,"Western fence lizard"
"L49","C4","Lauren Hall",2021-05-15,14:10:55,"Western fence lizard"
"L49","C4","Lauren Hall",2021-05-15,14:13:02,"Western fence lizard"
"L49","C4","Lauren Hall",2021-05-15,14:29:25,"Western fence lizard"
"L49","C4","Lauren Hall",2021-05-15,14:27:43,"Western fence lizard"
"L49","C4","Lauren Hall",2021-05-15,14:32:13,"Western fence lizard"
"L49","C4","Lauren Hall",2021-05-17,15:36:41,"Western fence lizard"
"L49","C4","Lauren Hall",2021-05-18,11:15:15,"Western fence lizard"
"L49","C4","Lauren Hall",2021-05-18,12:28:13,"Western fence lizard"
"H21","C3","Garrett Craig",2021-05-20,18:43:40,"California Ground Squirrel"
"H21","C3","Garrett Craig",2021-05-21,07:51:40,"California Ground Squirrel"
"H21","C3","Garrett Craig",2021-05-21,08:32:41,"California Ground Squirrel"
"H21","C3","Garrett Craig",2021-05-21,08:54:28,"California Ground Squirrel"
"H21","C3","Garrett Craig",2021-05-21,07:54:02,"California Ground Squirrel"
"H21","C3","Garrett Craig",2021-05-21,17:02:40,"California Ground Squirrel"
"H21","C3","Garrett Craig",2021-05-21,18:21:49,"California Ground Squirrel"
"H21","C3","Garrett Craig",2021-05-22,07:41:29,"California Ground Squirrel"
"H21","C3","Garrett Craig",2021-05-22,07:44:52,"California Ground Squirrel"
"H21","C3","Garrett Craig",2021-05-21,18:12:17,"California Ground Squirrel"
"H21","C3","Neha Reddy",2021-05-21,09:17:27,"Bird"
"H21","C3","Neha Reddy",2021-05-22,14:52:41,"Bird"
"H21","C3","Neha Reddy",2021-05-23,08:40:59,"Bird"
"H21","C3","Neha Reddy",2021-05-23,08:45:38,"Bird"
"H21","C4","Garrett Craig",2021-05-21,17:01:04,"California Ground Squirrel"
"H21","C4","Neha Reddy",2021-05-23,08:46:12,"Bird"
"H21","C4","Neha Reddy",2021-05-23,08:41:37,"Bird"
"H4","C12","Kylie Malone",2021-05-24,14:57:23,"Canada Goose"
"H4","C12","Kylie Malone",2021-05-20,17:22:14,"American Crow"
"H4","C12","Kylie Malone",2021-05-21,09:44:28,"Bird"
"H4","C12","Kylie Malone",2021-05-22,10:54:37,"Bird"
"H4","C12","Kylie Malone",2021-05-22,15:48:49,"Bird"
"H36","C5","Garrett Craig",2021-05-21,02:54:23,"Brush Rabbit"
"H36","C5","Garrett Craig",2021-05-23,19:08:29,"Brush Rabbit"
"H36","C5","Garrett Craig",2021-05-23,20:09:35,"Brush Rabbit"
"H36","C5","Garrett Craig",2021-05-24,07:11:19,"Brush Rabbit"
"H36","C5","Garrett Craig",2021-05-24,18:09:38,"Brush Rabbit"
"H36","C5","Garrett Craig",2021-05-24,18:15:11,"Brush Rabbit"
"H36","C5","Garrett Craig",2021-05-24,18:28:53,"Brush Rabbit"
"H36","C5","Garrett Craig",2021-05-24,18:18:09,"Brush Rabbit"
"H36","C5","Garrett Craig",2021-05-24,18:20:03,"Brush Rabbit"
"H36","C5","Garrett Craig",2021-05-24,19:26:28,"Brush Rabbit"
"H36","C5","Garrett Craig",2021-05-24,19:28:54,"Brush Rabbit"
"H36","C5","Garrett Craig",2021-05-24,19:44:14,"Brush Rabbit"
"H36","C5","Garrett Craig",2021-05-24,19:49:53,"Brush Rabbit"
"H36","C5","Garrett Craig",2021-05-24,19:52:57,"Brush Rabbit"
"H36","C5","Garrett Craig",2021-05-21,02:40:38,"North American Deermouse"
"H36","C5","Garrett Craig",2021-05-22,02:15:38,"North American Deermouse"
"H36","C5","Garrett Craig",2021-05-22,02:58:03,"North American Deermouse"
"H36","C5","Garrett Craig",2021-05-22,03:47:32,"North American Deermouse"
"H36","C5","Garrett Craig",2021-05-20,20:34:56,"Virginia Opossum"
"H36","C5","Garrett Craig",2021-05-23,21:50:14,"Virginia Opossum"
"H36","C5","Garrett Craig",2021-05-24,22:43:38,"Virginia Opossum"
"H36","C5","Garrett Craig",2021-05-21,07:12:42,"Bird"
"H36","C5","Garrett Craig",2021-05-21,09:16:37,"California Ground Squirrel"
"H36","C5","Garrett Craig",2021-05-21,13:48:16,"California Ground Squirrel"
"H36","C5","Garrett Craig",2021-05-21,15:29:49,"California Ground Squirrel"
"H36","C5","Garrett Craig",2021-05-21,15:31:49,"California Ground Squirrel"
"H36","C5","Garrett Craig",2021-05-21,15:39:07,"California Ground Squirrel"
"H36","C5","Garrett Craig",2021-05-21,18:22:06,"California Ground Squirrel"
"H36","C5","Garrett Craig",2021-05-21,18:28:33,"California Ground Squirrel"
"H36","C5","Garrett Craig",2021-05-21,18:26:04,"California Ground Squirrel"
"H36","C5","Garrett Craig",2021-05-21,18:40:32,"California Ground Squirrel"
"H36","C5","Garrett Craig",2021-05-22,08:37:19,"California Ground Squirrel"
"H36","C5","Garrett Craig",2021-05-22,08:39:05,"California Ground Squirrel"
"H36","C5","Garrett Craig",2021-05-22,10:22:04,"California Ground Squirrel"
"H36","C5","Garrett Craig",2021-05-22,11:01:23,"California Ground Squirrel"
"H36","C5","Garrett Craig",2021-05-22,11:28:35,"California Ground Squirrel"
"H36","C5","Garrett Craig",2021-05-22,15:48:21,"California Ground Squirrel"
"H36","C5","Garrett Craig",2021-05-23,11:17:17,"California Ground Squirrel"
"H36","C5","Garrett Craig",2021-05-24,13:01:10,"California Ground Squirrel"
"H36","C5","Garrett Craig",2021-05-20,13:45:21,"Western fence lizard"
"H36","C5","Garrett Craig",2021-05-20,15:49:50,"Western fence lizard"
"H36","C5","Garrett Craig",2021-05-20,15:52:36,"Western fence lizard"
"H36","C5","Garrett Craig",2021-05-21,08:00:54,"Western fence lizard"
"H36","C5","Garrett Craig",2021-05-22,07:57:10,"Western fence lizard"
"H36","C5","Garrett Craig",2021-05-22,13:13:24,"Western fence lizard"
"H36","C5","Garrett Craig",2021-05-22,16:50:51,"Western fence lizard"
"H36","C5","Garrett Craig",2021-05-23,09:11:52,"Western fence lizard"
"H36","C5","Garrett Craig",2021-05-23,14:44:14,"Western fence lizard"
"H36","C5","Garrett Craig",2021-05-23,15:15:59,"Western fence lizard"
"H36","C5","Garrett Craig",2021-05-20,15:48:05,"Western fence lizard"
"H36","C5","Garrett Craig",2021-05-22,16:47:51,"Western fence lizard"
"B29","C7","Garrett Craig",2021-05-20,22:09:29,"Virginia Opossum"
"B29","C8","Garrett Craig",2021-05-24,03:34:25,"Brush Rabbit"
"B29","C8","Garrett Craig",2021-05-21,00:44:15,"North American Deermouse"
"B29","C8","Garrett Craig",2021-05-20,20:45:34,"North American Deermouse"
"B29","C8","Garrett Craig",2021-05-21,00:43:10,"North American Deermouse"
"B29","C8","Garrett Craig",2021-05-21,20:53:43,"North American Deermouse"
"B29","C8","Garrett Craig",2021-05-22,23:27:34,"North American Deermouse"
"B29","C8","Garrett Craig",2021-05-23,15:07:51,"Western fence lizard"
"L26","C2","Garrett Craig",2021-05-23,03:12:07,"Brush Rabbit"
"L26","C2","Garrett Craig",2021-05-23,02:23:03,"North American Deermouse"
"L26","C2","Garrett Craig",2021-05-24,22:50:57,"North American Deermouse"
"L26","C2","Garrett Craig",2021-05-25,04:32:11,"Virginia Opossum"
"L26","C2","Garrett Craig",2021-05-25,03:57:20,"Virginia Opossum"
"L26","C2","Garrett Craig",2021-05-22,21:52:57,"Mammal"
"L26","C2","Garrett Craig",2021-05-21,11:58:56,"Western fence lizard"
"L26","C2","Garrett Craig",2021-05-21,13:10:21,"Western fence lizard"
"L26","C2","Garrett Craig",2021-05-21,13:16:25,"Western fence lizard"
"L26","C2","Garrett Craig",2021-05-25,12:04:28,"Western fence lizard"
"L26","C2","Madeleine Hoeffel",2021-05-24,12:04:07,"Western skink"
"L26","C2","Madeleine Hoeffel",2021-05-20,23:47:25,"North American Deermouse"
"L26","C2","Madeleine Hoeffel",2021-05-21,21:24:42,"North American Deermouse"
"L26","C2","Madeleine Hoeffel",2021-05-23,23:01:28,"North American Deermouse"
"L26","C2","Madeleine Hoeffel",2021-05-23,01:00:22,"North American Deermouse"
"L26","C2","Madeleine Hoeffel",2021-05-22,15:52:58,"California Ground Squirrel"
"L26","C2","Madeleine Hoeffel",2021-05-21,09:31:39,"Western fence lizard"
"L26","C2","Madeleine Hoeffel",2021-05-21,13:31:22,"Western fence lizard"
"L26","C2","Madeleine Hoeffel",2021-05-21,13:33:27,"Western fence lizard"
"L26","C2","Madeleine Hoeffel",2021-05-22,09:36:43,"Western fence lizard"
"L26","C2","Madeleine Hoeffel",2021-05-24,09:13:37,"Western fence lizard"
"L26","C14","Garrett Craig",2021-05-21,03:57:18,"Brush Rabbit"
"L26","C14","Garrett Craig",2021-05-21,04:03:55,"Brush Rabbit"
"L26","C14","Garrett Craig",2021-05-21,06:16:29,"Brush Rabbit"
"L26","C14","Garrett Craig",2021-05-22,05:29:34,"Brush Rabbit"
"L26","C14","Garrett Craig",2021-05-22,04:37:49,"Brush Rabbit"
"L26","C14","Garrett Craig",2021-05-23,00:03:44,"Brush Rabbit"
"L26","C14","Garrett Craig",2021-05-23,00:02:22,"Brush Rabbit"
"L26","C14","Garrett Craig",2021-05-24,19:24:56,"Brush Rabbit"
"L26","C14","Garrett Craig",2021-05-24,19:33:59,"Brush Rabbit"
"L26","C14","Garrett Craig",2021-05-21,00:48:15,"North American Deermouse"
"L26","C14","Garrett Craig",2021-05-25,04:03:16,"Virginia Opossum"
"L26","C14","Garrett Craig",2021-05-25,04:38:10,"Virginia Opossum"
"L26","C14","Garrett Craig",2021-05-21,22:31:06,"Striped Skunk"
"L26","C14","Garrett Craig",2021-05-21,08:40:32,"California Ground Squirrel"
"L26","C14","Garrett Craig",2021-05-20,16:02:36,"California Ground Squirrel"
"L26","C14","Garrett Craig",2021-05-24,13:35:49,"California Ground Squirrel"
"L26","C14","Garrett Craig",2021-05-20,13:31:28,"Western fence lizard"
"L26","C14","Garrett Craig",2021-05-20,14:26:27,"Western fence lizard"
"L26","C14","Garrett Craig",2021-05-20,15:17:29,"Western fence lizard"
"L26","C14","Garrett Craig",2021-05-20,15:15:48,"Western fence lizard"
"L26","C14","Garrett Craig",2021-05-20,15:45:57,"Western fence lizard"
"L26","C14","Garrett Craig",2021-05-20,16:13:41,"Western fence lizard"
"L26","C14","Garrett Craig",2021-05-20,15:40:32,"Western fence lizard"
"L26","C14","Garrett Craig",2021-05-21,08:40:32,"Western fence lizard"
"L26","C14","Garrett Craig",2021-05-21,13:35:43,"Western fence lizard"
"L26","C14","Garrett Craig",2021-05-21,13:38:43,"Western fence lizard"
"L26","C14","Garrett Craig",2021-05-21,13:41:21,"Western fence lizard"
"L26","C14","Garrett Craig",2021-05-21,13:43:01,"Western fence lizard"
"L26","C14","Garrett Craig",2021-05-24,10:09:18,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-20,16:08:39,"Canada Goose"
"L59","C10","Garrett Craig",2021-05-25,02:11:50,"North American Deermouse"
"L59","C10","Garrett Craig",2021-05-24,21:44:50,"North American Deermouse"
"L59","C10","Garrett Craig",2021-05-25,01:24:24,"North American Deermouse"
"L59","C10","Garrett Craig",2021-05-25,01:22:21,"North American Deermouse"
"L59","C10","Garrett Craig",2021-05-22,12:36:37,"Lark Sparrow"
"L59","C10","Garrett Craig",2021-05-22,00:33:09,"Striped Skunk"
"L59","C10","Garrett Craig",2021-05-23,01:26:22,"Striped Skunk"
"L59","C10","Garrett Craig",2021-05-22,22:37:49,"Striped Skunk"
"L59","C10","Garrett Craig",2021-05-20,17:56:36,"California Ground Squirrel"
"L59","C10","Garrett Craig",2021-05-21,08:29:13,"California Ground Squirrel"
"L59","C10","Garrett Craig",2021-05-21,07:57:06,"California Ground Squirrel"
"L59","C10","Garrett Craig",2021-05-21,10:20:33,"California Ground Squirrel"
"L59","C10","Garrett Craig",2021-05-21,18:03:06,"California Ground Squirrel"
"L59","C10","Garrett Craig",2021-05-23,14:08:37,"California Ground Squirrel"
"L59","C10","Garrett Craig",2021-05-23,14:31:48,"California Ground Squirrel"
"L59","C10","Garrett Craig",2021-05-24,15:02:20,"California Ground Squirrel"
"L59","C10","Garrett Craig",2021-05-21,10:15:00,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-22,09:43:41,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-22,09:50:23,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-22,09:55:30,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-22,09:52:30,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-22,11:16:47,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-22,12:16:05,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-22,12:21:50,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-22,16:05:39,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-22,16:19:51,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-23,15:14:51,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-23,15:12:26,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-24,10:07:19,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-24,10:08:50,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-24,10:11:17,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-24,10:13:13,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-24,10:18:45,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-24,10:20:18,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-24,10:57:51,"Western fence lizard"
"L59","C10","Garrett Craig",2021-05-24,17:58:00,"Western fence lizard"
