"placename","camera_name","identified_by","obs_start_date","obs_start_time","common_name"
"L58","C8","Lauren Hall",2021-04-30,12:05:43,"Western fence lizard"
"L58","C8","Lauren Hall",2021-04-30,12:14:17,"Western fence lizard"
"L58","C8","Lauren Hall",2021-04-30,12:07:18,"Western fence lizard"
"L58","C8","Lauren Hall",2021-04-30,12:01:55,"Western fence lizard"
"L58","C8","Lauren Hall",2021-04-30,12:39:48,"Western fence lizard"
"B23","C5","Alistair Dobson",2021-05-08,03:26:23,"Brush Rabbit"
"B23","C5","Alistair Dobson",2021-05-08,04:45:52,"Brush Rabbit"
"B23","C5","Alistair Dobson",2021-05-08,04:48:59,"Brush Rabbit"
"B23","C5","Alistair Dobson",2021-05-09,01:04:23,"Brush Rabbit"
"B23","C5","Alistair Dobson",2021-05-09,04:08:13,"Brush Rabbit"
"B23","C5","Alistair Dobson",2021-05-09,04:09:18,"Brush Rabbit"
"B23","C5","Alistair Dobson",2021-05-09,10:11:19,"Brush Rabbit"
"B23","C5","Alistair Dobson",2021-05-11,05:14:27,"Brush Rabbit"
"B23","C5","Alistair Dobson",2021-05-07,02:33:07,"Killdeer"
"B23","C5","Alistair Dobson",2021-05-11,04:59:35,"Killdeer"
"B23","C5","Alistair Dobson",2021-05-07,01:41:49,"North American Deermouse"
"B23","C5","Alistair Dobson",2021-05-07,22:36:18,"North American Deermouse"
"B23","C5","Alistair Dobson",2021-05-11,04:35:26,"North American Deermouse"
"B23","C5","Alistair Dobson",2021-05-11,04:40:20,"North American Deermouse"
"B23","C5","Alistair Dobson",2021-05-10,05:32:07,"Virginia Opossum"
"B23","C5","Alistair Dobson",2021-05-07,23:21:38,"Striped Skunk"
"B23","C5","Alistair Dobson",2021-05-08,21:08:20,"Striped Skunk"
"B23","C5","Alistair Dobson",2021-05-08,21:17:52,"Bobcat"
"B23","C5","Alistair Dobson",2021-05-07,10:57:17,"California Ground Squirrel"
"B23","C5","Alistair Dobson",2021-05-07,16:13:10,"California Ground Squirrel"
"B23","C5","Alistair Dobson",2021-05-07,16:46:42,"California Ground Squirrel"
"B23","C5","Alistair Dobson",2021-05-08,09:02:03,"California Ground Squirrel"
"B23","C5","Alistair Dobson",2021-05-08,15:29:57,"California Ground Squirrel"
"B23","C5","Alistair Dobson",2021-05-08,15:31:30,"California Ground Squirrel"
"B23","C5","Alistair Dobson",2021-05-08,15:37:40,"California Ground Squirrel"
"B23","C5","Alistair Dobson",2021-05-08,16:08:12,"California Ground Squirrel"
"B23","C5","Alistair Dobson",2021-05-08,17:13:32,"California Ground Squirrel"
"B23","C5","Alistair Dobson",2021-05-09,08:10:10,"California Ground Squirrel"
"B23","C5","Alistair Dobson",2021-05-09,11:00:45,"California Ground Squirrel"
"B23","C5","Alistair Dobson",2021-05-09,16:28:58,"California Ground Squirrel"
"B23","C5","Alistair Dobson",2021-05-10,08:54:06,"California Ground Squirrel"
"B23","C5","Alistair Dobson",2021-05-10,09:53:48,"California Ground Squirrel"
"B23","C5","Alistair Dobson",2021-05-10,15:17:07,"California Ground Squirrel"
"B23","C5","Alistair Dobson",2021-05-08,10:23:46,"Western fence lizard"
"B23","C5","Alistair Dobson",2021-05-08,10:27:17,"Western fence lizard"
"B23","C5","Alistair Dobson",2021-05-08,10:37:11,"Western fence lizard"
"B23","C5","Alistair Dobson",2021-05-08,10:40:54,"Western fence lizard"
"B23","C5","Alistair Dobson",2021-05-08,10:42:30,"Western fence lizard"
"B23","C5","Alistair Dobson",2021-05-08,10:50:25,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-08,03:18:58,"Brush Rabbit"
"B23","C6","Alistair Dobson",2021-05-08,23:43:30,"Brush Rabbit"
"B23","C6","Alistair Dobson",2021-05-11,05:14:10,"Brush Rabbit"
"B23","C6","Alistair Dobson",2021-05-07,02:32:22,"Killdeer"
"B23","C6","Alistair Dobson",2021-05-07,23:21:30,"Striped Skunk"
"B23","C6","Alistair Dobson",2021-05-08,21:18:43,"Bobcat"
"B23","C6","Alistair Dobson",2021-05-07,16:20:34,"California Ground Squirrel"
"B23","C6","Alistair Dobson",2021-05-08,11:36:30,"California Ground Squirrel"
"B23","C6","Alistair Dobson",2021-05-08,12:08:45,"California Ground Squirrel"
"B23","C6","Alistair Dobson",2021-05-08,15:29:50,"California Ground Squirrel"
"B23","C6","Alistair Dobson",2021-05-08,17:13:46,"California Ground Squirrel"
"B23","C6","Alistair Dobson",2021-05-08,15:35:57,"California Ground Squirrel"
"B23","C6","Alistair Dobson",2021-05-09,11:03:04,"California Ground Squirrel"
"B23","C6","Alistair Dobson",2021-05-08,17:43:36,"California Ground Squirrel"
"B23","C6","Alistair Dobson",2021-05-08,15:56:13,"California Ground Squirrel"
"B23","C6","Alistair Dobson",2021-05-09,14:50:43,"California Ground Squirrel"
"B23","C6","Alistair Dobson",2021-05-09,14:52:06,"California Ground Squirrel"
"B23","C6","Alistair Dobson",2021-05-09,14:54:49,"California Ground Squirrel"
"B23","C6","Alistair Dobson",2021-05-09,14:41:45,"California Ground Squirrel"
"B23","C6","Alistair Dobson",2021-05-09,14:48:42,"California Ground Squirrel"
"B23","C6","Alistair Dobson",2021-05-09,16:26:31,"California Ground Squirrel"
"B23","C6","Alistair Dobson",2021-05-07,14:06:03,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-07,14:12:31,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-07,14:48:48,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-07,15:07:28,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-07,15:12:17,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-08,11:15:54,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-08,11:18:14,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-09,15:16:51,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-09,15:28:20,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-09,15:30:17,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-09,15:37:49,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-09,15:44:34,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-09,15:47:05,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-09,16:01:31,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-09,16:04:09,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-09,16:20:35,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-09,16:13:00,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-09,15:52:52,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-09,15:49:57,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-09,16:08:05,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-09,16:05:40,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-09,15:58:46,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-09,15:39:30,"Western fence lizard"
"B23","C6","Alistair Dobson",2021-05-09,16:25:12,"Western fence lizard"
"H7","C11","Alistair Dobson",2021-05-06,10:10:25,"California Ground Squirrel"
"H7","C11","Alistair Dobson",2021-05-06,10:04:29,"California Ground Squirrel"
"H7","C11","Alistair Dobson",2021-05-06,09:48:03,"California Ground Squirrel"
"H7","C11","Alistair Dobson",2021-05-06,11:14:56,"California Ground Squirrel"
"H7","C11","Alistair Dobson",2021-05-06,11:21:50,"California Ground Squirrel"
"H7","C11","Alistair Dobson",2021-05-06,14:11:38,"California Ground Squirrel"
"H7","C11","Alistair Dobson",2021-05-06,14:17:47,"California Ground Squirrel"
"H7","C11","Alistair Dobson",2021-05-07,15:01:16,"Western fence lizard"
"H7","C11","Alistair Dobson",2021-05-07,16:52:02,"Western fence lizard"
"H7","C11","Alistair Dobson",2021-05-07,16:56:39,"Western fence lizard"
"H7","C11","Alistair Dobson",2021-05-07,16:54:59,"Western fence lizard"
"H7","C11","Alistair Dobson",2021-05-08,12:19:57,"Western fence lizard"
"H7","C11","Alistair Dobson",2021-05-08,12:29:24,"Western fence lizard"
"H7","C11","Alistair Dobson",2021-05-08,16:21:56,"Western fence lizard"
"H7","C11","Alistair Dobson",2021-05-08,16:24:12,"Western fence lizard"
"H7","C11","Clare Duganne",2021-05-09,14:51:30,"Brush Rabbit"
"H7","C11","Clare Duganne",2021-05-10,03:54:49,"Striped Skunk"
"H7","C11","Clare Duganne",2021-05-10,21:31:25,"Striped Skunk"
"H7","C11","Clare Duganne",2021-05-11,02:35:54,"Striped Skunk"
"H7","C11","Clare Duganne",2021-05-11,04:25:10,"Striped Skunk"
"H7","C11","Clare Duganne",2021-05-09,09:01:22,"California Ground Squirrel"
"H7","C11","Clare Duganne",2021-05-09,13:00:28,"California Ground Squirrel"
"H7","C11","Clare Duganne",2021-05-09,12:20:59,"California Ground Squirrel"
"H7","C11","Clare Duganne",2021-05-09,12:27:53,"California Ground Squirrel"
"H7","C11","Clare Duganne",2021-05-09,13:01:45,"California Ground Squirrel"
"H7","C11","Clare Duganne",2021-05-09,13:34:23,"California Ground Squirrel"
"H7","C11","Clare Duganne",2021-05-10,12:39:58,"California Ground Squirrel"
"H7","C11","Clare Duganne",2021-05-10,13:30:13,"California Ground Squirrel"
"H7","C11","Clare Duganne",2021-05-10,13:38:53,"California Ground Squirrel"
"H7","C11","Clare Duganne",2021-05-10,14:29:12,"California Ground Squirrel"
"H7","C11","Clare Duganne",2021-05-11,07:30:22,"California Ground Squirrel"
"H7","C11","Clare Duganne",2021-05-08,14:38:44,"Western fence lizard"
"H7","C11","Garrett Craig",2021-05-09,15:19:05,"California Ground Squirrel"
"H7","C12","Clare Duganne",2021-05-06,10:07:04,"California Ground Squirrel"
"H7","C12","Clare Duganne",2021-05-06,10:01:22,"California Ground Squirrel"
"H7","C12","Clare Duganne",2021-05-06,11:23:15,"California Ground Squirrel"
"H13","C14","Paige Grinnell",2021-05-06,19:31:09,"Brush Rabbit"
"H13","C14","Paige Grinnell",2021-05-06,23:14:09,"Brush Rabbit"
"H13","C14","Paige Grinnell",2021-05-06,23:17:03,"Brush Rabbit"
"H13","C14","Paige Grinnell",2021-05-07,01:35:55,"Brush Rabbit"
"H13","C14","Paige Grinnell",2021-05-07,03:28:52,"Brush Rabbit"
"H13","C14","Paige Grinnell",2021-05-07,03:27:29,"Brush Rabbit"
"H13","C14","Paige Grinnell",2021-05-07,05:36:53,"Brush Rabbit"
"H13","C14","Paige Grinnell",2021-05-07,06:32:59,"Brush Rabbit"
"H13","C14","Paige Grinnell",2021-05-07,07:15:00,"Brush Rabbit"
"H13","C14","Paige Grinnell",2021-05-07,06:35:53,"Brush Rabbit"
"H13","C14","Paige Grinnell",2021-05-07,17:54:14,"Brush Rabbit"
"H13","C14","Paige Grinnell",2021-05-07,18:22:02,"Brush Rabbit"
"H13","C14","Paige Grinnell",2021-05-07,18:47:14,"Brush Rabbit"
"H13","C14","Paige Grinnell",2021-05-07,20:00:22,"Brush Rabbit"
"H13","C14","Paige Grinnell",2021-05-08,01:09:21,"Brush Rabbit"
"H13","C14","Paige Grinnell",2021-05-08,08:47:48,"Brush Rabbit"
"H13","C14","Paige Grinnell",2021-05-07,18:20:24,"Brush Rabbit"
"H13","C14","Paige Grinnell",2021-05-08,01:08:03,"Brush Rabbit"
"H13","C14","Paige Grinnell",2021-05-07,13:15:09,"Western fence lizard"
"H13","C14","Paige Grinnell",2021-05-07,13:18:57,"Western fence lizard"
"H13","C14","Paige Grinnell",2021-05-07,13:31:11,"Western fence lizard"
"H13","C14","Paige Grinnell",2021-05-07,16:24:26,"Western fence lizard"
"H13","C14","Paige Grinnell",2021-05-07,16:38:53,"Western fence lizard"
"H13","C14","Paige Grinnell",2021-05-08,10:36:11,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,15:37:58,"California Ground Squirrel"
"H42","C9","Garrett Craig",2021-05-08,10:06:26,"California Ground Squirrel"
"H42","C9","Garrett Craig",2021-05-08,10:07:28,"California Ground Squirrel"
"H42","C9","Garrett Craig",2021-05-08,10:10:11,"California Ground Squirrel"
"H42","C9","Garrett Craig",2021-05-08,10:14:11,"California Ground Squirrel"
"H42","C9","Garrett Craig",2021-05-09,11:33:03,"California Ground Squirrel"
"H42","C9","Garrett Craig",2021-05-10,10:24:27,"California Ground Squirrel"
"H42","C9","Garrett Craig",2021-05-10,10:42:41,"California Ground Squirrel"
"H42","C9","Garrett Craig",2021-05-10,15:17:40,"California Ground Squirrel"
"H42","C9","Garrett Craig",2021-05-07,14:01:49,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,14:06:45,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,14:07:50,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,14:13:57,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,14:15:41,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,14:19:58,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,14:27:49,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,14:43:50,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,14:47:15,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,14:57:13,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,15:02:26,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,15:06:01,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,15:07:15,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,15:08:34,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,15:11:01,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,15:13:55,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,15:15:13,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,15:17:17,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,15:19:56,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,15:37:58,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,15:54:44,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,15:57:33,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,15:55:47,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,15:58:38,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,16:00:59,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,16:04:34,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,16:08:35,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,16:23:49,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,16:25:23,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,16:28:55,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,16:37:15,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,16:54:51,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,17:09:47,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,17:08:19,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,09:33:47,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,09:54:41,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,09:50:29,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,10:36:47,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,10:38:54,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,10:41:42,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,10:40:37,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,11:01:27,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,11:08:02,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,11:09:27,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,11:15:19,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,11:13:45,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,11:21:26,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,11:22:57,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,11:25:15,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,11:24:13,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,11:28:54,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,11:30:32,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,11:32:26,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,11:38:55,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,11:34:54,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,11:37:35,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,11:40:42,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,11:42:35,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,12:08:14,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,12:09:38,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,12:14:32,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,12:18:15,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,12:21:08,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,12:22:49,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,12:26:23,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,12:28:53,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,12:31:49,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,12:33:02,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,12:35:23,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,12:36:34,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,12:45:37,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,12:50:46,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,12:54:11,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,12:57:30,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,13:02:11,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,13:34:56,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,13:37:40,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,13:52:56,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,14:08:16,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-09,10:51:26,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-09,12:48:42,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-09,12:44:24,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-09,13:14:10,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-09,13:23:48,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-09,13:18:04,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-09,14:13:28,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-10,11:21:02,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-10,11:24:42,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,14:51:40,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,15:28:20,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,15:31:22,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-07,16:20:33,"Western fence lizard"
"H42","C9","Garrett Craig",2021-05-08,17:13:01,"House Sparrow"
"H42","C10","Alistair Dobson",2021-05-06,23:42:50,"Brush Rabbit"
"H42","C10","Alistair Dobson",2021-05-07,10:14:09,"California Ground Squirrel"
"H42","C10","Alistair Dobson",2021-05-07,11:54:15,"Western fence lizard"
"H42","C10","Garrett Craig",2021-05-07,23:21:24,"Brush Rabbit"
"H42","C10","Garrett Craig",2021-05-08,00:00:39,"Brush Rabbit"
"H42","C10","Garrett Craig",2021-05-07,21:11:40,"North American Deermouse"
"H42","C10","Garrett Craig",2021-05-08,09:02:26,"California Ground Squirrel"
"H42","C10","Garrett Craig",2021-05-08,09:54:53,"California Ground Squirrel"
"H42","C10","Garrett Craig",2021-05-08,09:59:48,"California Ground Squirrel"
"H42","C10","Garrett Craig",2021-05-08,10:04:06,"California Ground Squirrel"
"H42","C10","Garrett Craig",2021-05-09,11:34:19,"California Ground Squirrel"
"H42","C10","Garrett Craig",2021-05-09,16:16:10,"California Ground Squirrel"
"H42","C10","Garrett Craig",2021-05-10,10:27:09,"California Ground Squirrel"
"H42","C10","Garrett Craig",2021-05-08,10:24:40,"Small Mammal"
"H42","C10","Garrett Craig",2021-05-07,14:21:14,"Western fence lizard"
"H42","C10","Garrett Craig",2021-05-07,13:30:40,"Western fence lizard"
"H42","C10","Garrett Craig",2021-05-07,16:26:04,"Western fence lizard"
"H42","C10","Garrett Craig",2021-05-07,17:11:13,"Western fence lizard"
"H42","C10","Garrett Craig",2021-05-07,17:23:23,"Western fence lizard"
"H42","C10","Garrett Craig",2021-05-08,10:38:48,"Western fence lizard"
"H42","C10","Garrett Craig",2021-05-09,15:42:29,"Western fence lizard"
"H42","C10","Garrett Craig",2021-05-09,16:05:24,"Western fence lizard"
"H42","C10","Garrett Craig",2021-05-10,11:29:49,"Western fence lizard"
"H42","C10","Garrett Craig",2021-05-07,13:10:29,"Western fence lizard"
"H42","C10","Garrett Craig",2021-05-07,15:26:24,"Western fence lizard"
"H42","C10","Garrett Craig",2021-05-07,15:37:39,"Western fence lizard"
"L28","C7","Alistair Dobson",2021-05-07,19:39:48,"Brush Rabbit"
"L28","C7","Alistair Dobson",2021-05-08,08:38:58,"Brush Rabbit"
"L28","C7","Alistair Dobson",2021-05-08,19:07:35,"Brush Rabbit"
"L28","C7","Alistair Dobson",2021-05-09,07:54:34,"Brush Rabbit"
"L28","C7","Alistair Dobson",2021-05-08,19:29:46,"Brush Rabbit"
"L28","C7","Alistair Dobson",2021-05-09,17:50:24,"Brush Rabbit"
"L28","C7","Alistair Dobson",2021-05-11,06:50:25,"Brush Rabbit"
"L28","C7","Alistair Dobson",2021-05-10,19:37:00,"Brush Rabbit"
"L28","C7","Alistair Dobson",2021-05-11,08:04:54,"Brush Rabbit"
"L28","C7","Alistair Dobson",2021-05-11,06:02:58,"Brush Rabbit"
"L28","C7","Alistair Dobson",2021-05-11,07:04:54,"Brush Rabbit"
"L28","C7","Alistair Dobson",2021-05-08,23:33:57,"North American Deermouse"
"L28","C7","Alistair Dobson",2021-05-10,04:14:26,"North American Deermouse"
"L28","C7","Alistair Dobson",2021-05-10,22:48:45,"North American Deermouse"
"L28","C7","Alistair Dobson",2021-05-10,21:53:32,"North American Deermouse"
"L28","C7","Alistair Dobson",2021-05-10,22:51:28,"North American Deermouse"
"L28","C7","Alistair Dobson",2021-05-10,21:15:45,"North American Deermouse"
"L28","C7","Alistair Dobson",2021-05-06,13:41:12,"Common Starling"
"L28","C7","Alistair Dobson",2021-05-09,11:22:33,"California Ground Squirrel"
"L28","C7","Alistair Dobson",2021-05-10,13:51:50,"California Ground Squirrel"
"L28","C7","Alistair Dobson",2021-05-08,10:45:06,"Long-tailed Weasel"
"L28","C7","Alistair Dobson",2021-05-08,09:29:13,"Long-tailed Weasel"
"L28","C7","Alistair Dobson",2021-05-06,12:53:08,"Western fence lizard"
"L34","C3","Serena Chen",2021-05-08,21:27:54,"North American Deermouse"
"L34","C3","Serena Chen",2021-05-07,03:13:29,"Virginia Opossum"
"L34","C3","Serena Chen",2021-05-09,23:59:10,"Virginia Opossum"
"L34","C3","Serena Chen",2021-05-10,23:08:39,"Virginia Opossum"
"L34","C3","Serena Chen",2021-05-06,14:00:22,"American Crow"
"L34","C3","Serena Chen",2021-05-07,10:36:42,"American Crow"
"L34","C3","Serena Chen",2021-05-08,15:11:30,"American Crow"
"L34","C3","Serena Chen",2021-05-09,18:11:19,"American Crow"
"L34","C3","Serena Chen",2021-05-09,03:58:01,"Striped Skunk"
"L34","C3","Serena Chen",2021-05-11,01:27:46,"Striped Skunk"
"L34","C3","Serena Chen",2021-05-06,14:11:25,"Bird"
"L34","C3","Serena Chen",2021-05-08,14:43:56,"Bird"
"L34","C3","Serena Chen",2021-05-06,14:44:19,"California Ground Squirrel"
"L34","C3","Serena Chen",2021-05-06,11:46:39,"California Ground Squirrel"
"L34","C3","Serena Chen",2021-05-06,15:19:24,"California Ground Squirrel"
"L34","C3","Serena Chen",2021-05-06,12:09:14,"California Ground Squirrel"
"L34","C3","Serena Chen",2021-05-06,15:51:31,"California Ground Squirrel"
"L34","C3","Serena Chen",2021-05-07,16:24:02,"California Ground Squirrel"
"L34","C3","Serena Chen",2021-05-08,15:40:00,"California Ground Squirrel"
"L34","C3","Serena Chen",2021-05-09,11:58:36,"California Ground Squirrel"
"L34","C3","Serena Chen",2021-05-09,15:13:01,"California Ground Squirrel"
"L34","C4","Serena Chen",2021-05-06,22:38:37,"Virginia Opossum"
"L34","C4","Serena Chen",2021-05-09,01:14:48,"Virginia Opossum"
"L34","C4","Serena Chen",2021-05-11,00:06:45,"Virginia Opossum"
"L34","C4","Serena Chen",2021-05-08,14:27:00,"American Crow"
"L34","C4","Serena Chen",2021-05-08,13:45:19,"Say's Phoebe"
"L34","C4","Serena Chen",2021-05-07,14:48:47,"Black Phoebe"
"L34","C4","Serena Chen",2021-05-08,13:46:55,"Black Phoebe"
"B12","C2","Alistair Dobson",2021-05-15,22:02:26,"North American Deermouse"
"B12","C2","Alistair Dobson",2021-05-15,23:44:10,"North American Deermouse"
"B12","C2","Alistair Dobson",2021-05-15,23:46:24,"North American Deermouse"
"B12","C2","Alistair Dobson",2021-05-15,21:38:41,"North American Deermouse"
"B12","C2","Alistair Dobson",2021-05-15,21:19:10,"North American Deermouse"
"B12","C2","Alistair Dobson",2021-05-16,21:36:52,"North American Deermouse"
"B12","C2","Alistair Dobson",2021-05-16,22:55:48,"North American Deermouse"
"B12","C2","Alistair Dobson",2021-05-16,23:53:33,"North American Deermouse"
"B12","C2","Alistair Dobson",2021-05-17,00:00:03,"North American Deermouse"
"B12","C2","Alistair Dobson",2021-05-17,02:50:30,"North American Deermouse"
"B12","C2","Alistair Dobson",2021-05-17,02:55:24,"North American Deermouse"
"B12","C2","Alistair Dobson",2021-05-17,04:13:44,"North American Deermouse"
"B12","C2","Alistair Dobson",2021-05-17,04:25:14,"North American Deermouse"
"B12","C2","Alistair Dobson",2021-05-17,22:48:15,"North American Deermouse"
"B12","C2","Alistair Dobson",2021-05-18,00:27:16,"North American Deermouse"
"B12","C2","Alistair Dobson",2021-05-18,00:34:06,"North American Deermouse"
"B12","C2","Alistair Dobson",2021-05-18,02:32:50,"North American Deermouse"
"B12","C2","Alistair Dobson",2021-05-17,23:19:46,"Virginia Opossum"
"B12","C2","Alistair Dobson",2021-05-17,12:42:01,"California Ground Squirrel"
"B12","C2","Alistair Dobson",2021-05-15,12:48:41,"Western fence lizard"
"B12","C14","Alistair Dobson",2021-05-15,12:08:36,"Bird"
"B12","C14","Alistair Dobson",2021-05-18,11:10:32,"Western fence lizard"
"B12","C14","Alistair Dobson",2021-05-18,11:14:55,"Western fence lizard"
"B12","C14","Alistair Dobson",2021-05-18,11:13:50,"Western fence lizard"
"B12","C14","Alistair Dobson",2021-05-18,11:16:39,"Western fence lizard"
"B12","C14","Alistair Dobson",2021-05-18,11:21:27,"Western fence lizard"
"B12","C14","Alistair Dobson",2021-05-18,11:23:24,"Western fence lizard"
"H2","C11","Calen Campos",2021-05-16,23:02:39,"Brush Rabbit"
"H2","C11","Calen Campos",2021-05-17,00:13:00,"Brush Rabbit"
"H2","C12","Garrett Craig",2021-05-15,11:13:26,"Bird"
